wn_synset	babelnet_id	pos	lemmata en	lemmata fr	definition	confidence	dist_from_music	dist_from_entity
n07041595	bn:00078313n	n	trio	trio	a musical composition for three performers	0.842	2	6
n10730416	bn:00078390n	n	trombonist, trombone_player	tromboniste	a musician who plays the trombone	0.676	11	7
a01921466	bn:00109380a	a	rackety, rip-roaring, uproarious	tumultueux	uncontrollably noisy	1.0	99	99
n09734885	bn:00078635n	n	Turk	turque, turc	a native or inhabitant of Turkey	0.711	11	7
n00534631	bn:00078767n	n	twist	twist	social dancing in which couples vigorously twist their hips and arms in time to the music; was popular in the 1960s	0.554	11	9
n04506289	bn:00078871n	n	uke, ukulele	ukulele, ukulélé, yukulélé, youkoulélé	a small guitar having four strings	0.441	14	10
n10741821	bn:00042104n	n	usher, guide	usher	someone employed to conduct others	0.571	12	8
n07058184	bn:00080426n	n	waltz	valse	music composed in triple time for waltzing	0.884	2	6
n07030012	bn:00079588n	n	variation	variations, variation, thème_et_variations	a repetition of a musical theme in which it is modified or embellished	0.907	3	7
n10747119	bn:00079670n	n	vegetarian	végétarien	eater of fruits and grains and nuts; someone who eats no meat or fish or (often) any animal products	0.017	11	7
n09826074	bn:00007443n	n	avenger, retaliator	vengeur	someone who takes vengeance	0.375	11	7
n07399137	bn:00079905n	n	vibrato	vibrato	(music) a pulsating effect in an instrumental or vocal tone produced by slight and rapid variations in pitch	0.718	8	6
n11044629	bn:00043789n	n	Herbert, Victor_Herbert	victor_herbert	United States musician and composer and conductor noted for his comic operas (1859-1924)	0.621	11	7
n03586448	bn:00047509n	n	iron_maiden	vierge_de_fer, vierge_de_nuremberg	instrument of torture consisting of a hollow iron frame shaped like the human body and lined with spikes to impale the victim	0.02	14	10
n10842923	bn:00009783n	n	Bellini, Vincenzo_Bellini	vincent_bellini, vincenzo_bellini, vincenzo_salvatore_carmelo_francesco_bellini	Italian composer of operas (1801-1835)	0.621	12	8
n04536765	bn:00080034n	n	viola_d'amore	viole_d'amour, violes_d'amour, sînekeman, viole_d’amour	viol that is the tenor of the viol family	0.569	15	11
n02992211	bn:00017047n	n	cello, violoncello	violoncelle	a large stringed instrument; seated player holds it upright while playing	0.55	14	10
n09903501	bn:00017046n	n	cellist, violoncellist	violoncelliste	someone who plays a violoncello	0.551	11	7
n10754578	bn:00034253n	n	violinist, fiddler	violoniste	a musician who plays the violin	0.469	11	7
n11340824	bn:00076984n	n	Thomson, Virgil_Thomson, Virgil_Garnett_Thomson	virgil_thomson	United States composer who collaborated with Gertrude Stein (1896-1989)	0.224	12	8
n10755512	bn:00080082n	n	virtuoso	virtuoses, virtuose	a musician who is a consummate master of technique and artistry	0.766	11	7
n11060937	bn:00044814n	n	Horowitz, Vladimir_Horowitz	vladimir_horowitz	Russian concert pianist who was a leading international virtuoso (1904-1989)	0.527	12	8
n05127500	bn:00018212n	n	chest_register, chest_voice, chest_tone	voix_de_poitrine	the lower ranges of the voice in speaking or singing	0.706	9	7
n05127150	bn:00043294n	n	head_register, head_voice, head_tone	voix_d'homme	the higher ranges of the voice in speaking or singing; the vibrations of sung notes are felt in the head	0.218	9	7
n07041125	bn:00080236n	n	voluntary	voluntary	composition (often improvised) for a solo instrument (especially solo organ) and not a regular part of a religious service or musical performance	0.833	3	7
n11027885	bn:00042842n	n	Handy, W._C._Handy, William_Christopher_Handy	w._c._handy, w.c._handy, w_c_handy, william_christopher_handy	United States blues musician who transcribed and published traditional blues music (1873-1958)	0.397	12	8
n07278925	bn:00080325n	n	Wagner	wagner	the music of Wagner	1.0	1	5
a03036974	bn:00113687a	a	Wagnerian	wagnérien	of or relating to Richard Wagner or his music	1.0	99	99
n04546340	bn:00080382n	n	Walkman	walkman	(trademark) a pocket-sized stereo system with light weight earphones	0.148	14	10
n11235926	bn:00062629n	n	Piston, Walter_Piston	walter_piston	United States neoclassical composer (1894-1976)	0.646	12	8
n11115929	bn:00049885n	n	Landowska, Wanda_Landowska	wanda_landowska	United States harpsichordist (born in Poland) who helped to revive modern interest in the harpsichord (1879-1959)	0.431	12	8
n10877015	bn:00014360n	n	Byrd, William_Byrd	william_byrd	English organist and composer of church music; master of 16th century polyphony; was granted a monopoly in music printing with Thomas Tallis (1543-1623)	0.314	12	8
n11373231	bn:00071821n	n	Walton, William_Walton, Sir_William_Walton, Sir_William_Turner_Walton	william_turner_walton, william_walton	English composer (1902-1983)	0.444	12	8
n11020721	bn:00042290n	n	Guthrie, Woody_Guthrie, Woodrow_Wilson_Guthrie	woodrow_wilson_guthrie, woody_guthrie	United States folk singer and songwriter (1912-1967)	0.434	13	9
n11044939	bn:00043828n	n	Herman, Woody_Herman, Woodrow_Charles_Herman	woody_herman	United States jazz musician and bandleader (1913-1987)	0.661	12	8
n10801697	bn:00081789n	n	xylophonist	xylophoniste	someone who plays a xylophone	0.54	12	8
n11215205	bn:00059019n	n	Ono, Yoko_Ono	yoko_ono, yōko_ono	United States musician (born in Japan) who married John Lennon and collaborated with him on recordings (born in 1933)	0.451	11	7
n07062550	bn:00082108n	n	zydeco	zarico	music of southern Louisiana that combines French dance melodies with Caribbean music and blues	0.62	5	8
v02752277	bn:00094684v	v	swing		have a certain musical rhythm	1.0	99	99
v02592397	bn:00085467v	v	emcee, compere		act as a master of ceremonies	1.0	99	99
v02492054	bn:00092390v	v	rave		participate in an all-night techno dance party	1.0	99	99
v02198014	bn:00093080v	v	roll		emit, produce, or utter with a deep prolonged reverberating sound	1.0	99	99
v02190188	bn:00089539v	v	quieten, hush, quiet, quiesce, quiet_down, pipe_down		become quiet or quieter	1.0	99	99
v02186868	bn:00093903v	v	splash, splosh, slosh, slush		make a splashing sound	1.0	99	99
v02185988	bn:00091841v	v	pop		make a sharp explosive noise	1.0	99	99
v02179915	bn:00091971v	v	prepare		lead up to and soften by sounding the dissonant note in it as a consonant note in the preceding chord	1.0	99	99
v02179372	bn:00084960v	v	chug		make a dull, explosive sound	0.5	99	99
v02175057	bn:00092387v	v	rattle		make short successive sounds	1.0	99	99
v02174830	bn:00083252v	v	drum, beat, thrum		make a rhythmic sound	1.0	99	99
v02174461	bn:00085029v	v	clangor, clangour		make a loud resonant noise	1.0	99	99
v02174311	bn:00085030v	v	clank		make a clank	1.0	99	99
v02172888	bn:00090592v	v	make_noise, resound, noise		emit a noise	1.0	99	99
v02172127	bn:00083888v	v	clatter, clack, brattle		make a rattling sound	1.0	99	99
v02172008	bn:00092295v	v	racket		make loud and annoying noises	1.0	99	99
v02171664	bn:00085998v	v	whine, squeak, screech, creak, screak, skreak		make a high-pitched, screeching noise	0.75	99	99
v02142413	bn:00094154v	v	splurge		be showy or ostentatious	*1.0	99	99
v02088627	bn:00085976v	v	crash		move with, or as if with, a crashing noise	1.0	99	99
v01977421	bn:00091753v	v	plop		drop something with a plopping sound	1.0	99	99
v01901021	bn:00094815v	v	tap		walk with a tapping sound	1.0	99	99
v01897203	bn:00083772v	v	boogie		dance to boogie music	1.0	99	99
v01890626	bn:00092388v	v	rattle		shake and cause to make a rattling noise	0.8	99	99
v01880888	bn:00088272v	v	flap		move noisily	*1.0	99	99
v01880560	bn:00083276v	v	beat_out, tap_out, thump_out		beat out a rhythm	1.0	99	99
v01759166	bn:00084311v	v	busk		play music in a public place and solicit money for it	1.0	99	99
v01733667	bn:00088148v	v	fiddle		play the violin or fiddle	0.8	99	99
v01732014	bn:00090546v	v	madrigal		sing madrigals	0.667	99	99
v01731031	bn:00093757v	v	sing		deliver by singing	0.857	99	99
v01728613	bn:00093761v	v	sing_along		sing with a choir or an orchestra	1.0	99	99
v01728355	bn:00082223v	v	play_along, accompany, follow		perform an accompaniment to	0.75	99	99
v01728213	bn:00083083v	v	bang_out		play loudly	0.5	99	99
v01727866	bn:00093915v	v	slur		play smoothly or legato	0.667	99	99
v01727684	bn:00091655v	v	pipe		play on a pipe	0.75	99	99
v01727052	bn:00094701v	v	symphonize, symphonise		play or sound together, in harmony	0.8	99	99
v01726762	bn:00093822v	v	skirl		play the bagpipes	0.667	99	99
v01726039	bn:00084197v	v	bugle		play on a bugle	0.667	99	99
v01725886	bn:00092313v	v	rag		play in ragtime	0.75	99	99
v01725615	bn:00091961v	v	prelude		play as a prelude	0.667	99	99
v01725530	bn:00092819v	v	replay		play (a melody) again	1.0	99	99
v01725375	bn:00094685v	v	swing		play with a subtle and intuitively felt sense of rhythm	0.8	99	99
v01725051	bn:00091710v	v	play		play on an instrument	1.0	99	99
v01724891	bn:00088149v	v	fiddle		play on a violin	1.0	99	99
v01724459	bn:00091712v	v	play, spiel		replay (as a melody)	1.0	99	99
v01723963	bn:00091442v	v	parody		make a spoof of or make fun of	0.667	99	99
v01715784	bn:00093729v	v	sightsing, sight-sing		sing from a score without having seen it before	1.0	99	99
v01715040	bn:00094038v	v	solo		perform a piece written for a single instrument	1.0	99	99
v01713587	bn:00083577v	v	blaze_away		perform (an acting passage) brilliantly and rapidly	0.5	99	99
v01708113	bn:00095080v	v	transcribe		rewrite or arrange a piece of music for an instrument or medium other than that originally intended	1.0	99	99
v01707925	bn:00089794v	v	instrument, instrumentate		write an instrumental score for	1.0	99	99
v01707737	bn:00091189v	v	orchestrate		write an orchestra score for	1.0	99	99
v01707495	bn:00092442v	v	realize, realise		expand or complete (a part in a piece of baroque music) by supplying the harmonies indicated in the figured bass	1.0	99	99
v01707306	bn:00089216v	v	harmonize, harmonise		write a harmony for	1.0	99	99
v01707128	bn:00092697v	v	reharmonize, reharmonise		provide with a different harmony	1.0	99	99
v01706889	bn:00089217v	v	harmonize, harmonise		sing or play in harmony	0.833	99	99
v01706756	bn:00090735v	v	melodize, melodise		supply a melody for	1.0	99	99
v01706631	bn:00095123v	v	transpose		put (a piece of music) into another key	1.0	99	99
v01706488	bn:00093355v	v	score		write a musical score for	1.0	99	99
v01706014	bn:00093533v	v	set_to_music		write (music) for (a text)	1.0	99	99
v01705841	bn:00085885v	v	counterpoint		write in counterpoint	1.0	99	99
v01705494	bn:00085488v	v	compose, write		write music	1.0	99	99
v01704129	bn:00086661v	v	descant_on		sing a descant on a main tune or melody	1.0	99	99
v01649695	bn:00090845v	v	misplay		play incorrectly, e.g., play a wrong note	1.0	99	99
v01649605	bn:00093033v	v	riff		play riffs	1.0	99	99
v01500572	bn:00088362v	v	plank, flump, plonk, plop, plunk, plump_down, plunk_down, plump		set (something or oneself) down with or as if with a noise	1.0	99	99
v01415285	bn:00091762v	v	punch, plug		deliver a quick blow to	1.0	99	99
v01237398	bn:00085036v	v	clap		strike together so as to produce a sharp percussive noise	1.0	99	99
v01066775	bn:00084795v	v	tone, chant, intone		utter monotonously and repetitively and rhythmically	0.667	99	99
v01056214	bn:00089510v	v	hum		make a low continuous sound	1.0	99	99
v01050896	bn:00092254v	v	warble, trill, quaver		sing or play with trills, alternating with the half note above or below	1.0	99	99
v01050651	bn:00086659v	v	yodel, warble, descant		sing by changing register; sing by yodeling	1.0	99	99
v01049470	bn:00086057v	v	croon		sing softly	1.0	99	99
v01046815	bn:00092188v	v	sough, purl		make a murmuring sound	1.0	99	99
v01033346	bn:00086902v	v	disk-jockey, disc-jockey, DJ		comment on music to be played	1.0	99	99
v00999270	bn:00094822v	v	tape_record		record with a tape recorder	1.0	99	99
v00715541	bn:00091005v	v	pin_down, peg_down, nail_down, narrow_down, narrow, specify		define clearly	1.0	99	99
v00492310	bn:00088514v	v	foul		make unclean	1.0	99	99
v00483656	bn:00090079v	v	key		regulate the musical pitch of	1.0	99	99
v00482180	bn:00084944v	v	harmonize, harmonise, chord		bring into consonance, harmony, or accord while making music or singing	0.857	99	99
v00393534	bn:00087373v	v	flatten, drop		lower the pitch of (musical notes)	1.0	99	99
v00393398	bn:00093582v	v	sharpen		raise the pitch of (musical notes)	1.0	99	99
v00387153	bn:00089882v	v	invert		make an inversion (in a musical composition)	1.0	99	99
UNIMARK			absolutio
UNIMARK			accademia
UNIMARK			acclamatio
UNIMARK			acclamazione
UNIMARK			accordéon
UNIMARK			acrobate
UNIMARK			acteur
UNIMARK			acteur enfant
UNIMARK			acteur muet
UNIMARK			actio sacra
UNIMARK			actrice
UNIMARK			actus musicus
UNIMARK			aer
UNIMARK			agnus dei
UNIMARK			agogô
UNIMARK			akathistos hymnos
UNIMARK			Akklamation
UNIMARK			alba
UNIMARK			alleluia
UNIMARK			allemande
UNIMARK			alto enfant
UNIMARK			amener
UNIMARK			anagramma
UNIMARK			ante evangelium
UNIMARK			antienne
UNIMARK			applauso
UNIMARK			applausus musicus
UNIMARK			arabesque
UNIMARK			arc musical
UNIMARK			archiluth
UNIMARK			Arie
UNIMARK			ariette
UNIMARK			arpanette
UNIMARK			arpeggione
UNIMARK			assoluzione
UNIMARK			aubade
UNIMARK			aulos
UNIMARK			aurresku
UNIMARK			autre
UNIMARK			autre forme
UNIMARK			azione musicale
UNIMARK			azione sacra
UNIMARK			azione teatrale
UNIMARK			bacchanale
UNIMARK			badinage
UNIMARK			baião
UNIMARK			bal
UNIMARK			ballad opera
UNIMARK			ballata
UNIMARK			balletto
UNIMARK			bande magnétique
UNIMARK			bande réalisée par ordinateur
UNIMARK			banjo
UNIMARK			Bänkelgesang
UNIMARK			barbitón
UNIMARK			barform
UNIMARK			barriera
UNIMARK			baryton
UNIMARK			baryton
UNIMARK			bass (voice)
UNIMARK			bass clarinet
UNIMARK			bass flute
UNIMARK			bass trombone
UNIMARK			bass tuba
UNIMARK			bassanello
UNIMARK			basse continue
UNIMARK			basse danse
UNIMARK			basse de flandre
UNIMARK			basset
UNIMARK			basson
UNIMARK			bataille
UNIMARK			bâton de pluie
UNIMARK			batterie
UNIMARK			batuque
UNIMARK			béguine
UNIMARK			benedictus
UNIMARK			berceuse (populaire)
UNIMARK			bergamasque
UNIMARK			bergerette
UNIMARK			Bergreihen
UNIMARK			bersag horn
UNIMARK			bicinium
UNIMARK			big band
UNIMARK			biwa
UNIMARK			black bottom
UNIMARK			black music
UNIMARK			bluette
UNIMARK			bois - autre
UNIMARK			bois - non spécifié
UNIMARK			boîte à musique
UNIMARK			boléro
UNIMARK			bombarde
UNIMARK			bombardino
UNIMARK			bombardino
UNIMARK			bombardone
UNIMARK			bongo
UNIMARK			boobams
UNIMARK			bourrée
UNIMARK			boutade
UNIMARK			bouzouki
UNIMARK			bowed
UNIMARK			bowed - other
